analyzer_name,category,ruleid,rulename,severity,header,ruledoc_url
tslint,TSLint.ESLint.StylisticIssues,no-trailing-spaces,no-trailing-spaces,3,no-trailing-spaces,http://eslint.org/docs/rules/no-trailing-spaces
tslint,TSLint.ESLint.StylisticIssues,no-underscore-dangle,no-underscore-dangle,3,no-underscore-dangle,http://eslint.org/docs/rules/no-underscore-dangle
tslint,TSLint.ESLint.StylisticIssues,no-unneeded-ternary,no-unneeded-ternary,3,no-unneeded-ternary,http://eslint.org/docs/rules/no-unneeded-ternary
tslint,TSLint.ESLint.StylisticIssues,no-whitespace-before-property,no-whitespace-before-property,3,no-whitespace-before-property,http://eslint.org/docs/rules/no-whitespace-before-property
tslint,TSLint.ESLint.StylisticIssues,object-curly-spacing,object-curly-spacing,3,object-curly-spacing,http://eslint.org/docs/rules/object-curly-spacing
tslint,TSLint.ESLint.StylisticIssues,one-var,one-var,3,one-var,http://eslint.org/docs/rules/one-var
tslint,TSLint.ESLint.StylisticIssues,one-var-declaration-per-line,one-var-declaration-per-line,3,one-var-declaration-per-line,http://eslint.org/docs/rules/one-var-declaration-per-line
tslint,TSLint.ESLint.StylisticIssues,operator-assignment,operator-assignment,3,operator-assignment,http://eslint.org/docs/rules/operator-assignment
tslint,TSLint.ESLint.StylisticIssues,operator-linebreak,operator-linebreak,3,operator-linebreak,http://eslint.org/docs/rules/operator-linebreak
tslint,TSLint.ESLint.StylisticIssues,padded-blocks,padded-blocks,3,padded-blocks,http://eslint.org/docs/rules/padded-blocks
tslint,TSLint.ESLint.StylisticIssues,quote-props,quote-props,3,quote-props,http://eslint.org/docs/rules/quote-props
tslint,TSLint.ESLint.StylisticIssues,quotes,quotes,3,quotes,http://eslint.org/docs/rules/quotes
tslint,TSLint.ESLint.StylisticIssues,require-jsdoc,require-jsdoc,3,require-jsdoc,http://eslint.org/docs/rules/require-jsdoc
tslint,TSLint.ESLint.StylisticIssues,semi,semi,3,semi,http://eslint.org/docs/rules/semi
tslint,TSLint.ESLint.StylisticIssues,semi-spacing,semi-spacing,3,semi-spacing,http://eslint.org/docs/rules/semi-spacing
tslint,TSLint.ESLint.StylisticIssues,sort-imports,sort-imports,3,sort-imports,http://eslint.org/docs/rules/sort-imports
tslint,TSLint.ESLint.StylisticIssues,sort-vars,sort-vars,3,sort-vars,http://eslint.org/docs/rules/sort-vars
tslint,TSLint.ESLint.StylisticIssues,space-before-blocks,space-before-blocks,3,space-before-blocks,http://eslint.org/docs/rules/space-before-blocks
tslint,TSLint.ESLint.StylisticIssues,space-before-function-paren,space-before-function-paren,3,space-before-function-paren,http://eslint.org/docs/rules/space-before-function-paren
tslint,TSLint.ESLint.StylisticIssues,space-in-parens,space-in-parens,3,space-in-parens,http://eslint.org/docs/rules/space-in-parens
tslint,TSLint.ESLint.StylisticIssues,space-infix-ops,space-infix-ops,3,space-infix-ops,http://eslint.org/docs/rules/space-infix-ops
tslint,TSLint.ESLint.StylisticIssues,space-unary-ops,space-unary-ops,3,space-unary-ops,http://eslint.org/docs/rules/space-unary-ops
tslint,TSLint.ESLint.StylisticIssues,spaced-comment,spaced-comment,3,spaced-comment,http://eslint.org/docs/rules/spaced-comment
tslint,TSLint.ESLint.StylisticIssues,wrap-regex,wrap-regex,3,wrap-regex,http://eslint.org/docs/rules/wrap-regex
tslint,TSLint.ESLint.ECMAScript6,arrow-body-style,arrow-body-style,3,arrow-body-style,http://eslint.org/docs/rules/arrow-body-style
tslint,TSLint.ESLint.ECMAScript6,arrow-parens,arrow-parens,3,arrow-parens,http://eslint.org/docs/rules/arrow-parens
tslint,TSLint.ESLint.ECMAScript6,arrow-spacing,arrow-spacing,3,arrow-spacing,http://eslint.org/docs/rules/arrow-spacing
tslint,TSLint.ESLint.ECMAScript6,constructor-super,constructor-super,3,constructor-super,http://eslint.org/docs/rules/constructor-super
tslint,TSLint.ESLint.ECMAScript6,generator-star-spacing,generator-star-spacing,3,generator-star-spacing,http://eslint.org/docs/rules/generator-star-spacing
tslint,TSLint.ESLint.ECMAScript6,no-class-assign,no-class-assign,3,no-class-assign,http://eslint.org/docs/rules/no-class-assign
tslint,TSLint.ESLint.ECMAScript6,no-confusing-arrow,no-confusing-arrow,3,no-confusing-arrow,http://eslint.org/docs/rules/no-confusing-arrow
tslint,TSLint.ESLint.ECMAScript6,no-const-assign,no-const-assign,3,no-const-assign,http://eslint.org/docs/rules/no-const-assign
tslint,TSLint.ESLint.ECMAScript6,no-dupe-class-members,no-dupe-class-members,3,no-dupe-class-members,http://eslint.org/docs/rules/no-dupe-class-members
tslint,TSLint.ESLint.ECMAScript6,no-new-symbol,no-new-symbol,3,no-new-symbol,http://eslint.org/docs/rules/no-new-symbol
tslint,TSLint.ESLint.ECMAScript6,no-this-before-super,no-this-before-super,3,no-this-before-super,http://eslint.org/docs/rules/no-this-before-super
tslint,TSLint.ESLint.ECMAScript6,no-useless-constructor,no-useless-constructor,3,no-useless-constructor,http://eslint.org/docs/rules/no-useless-constructor
tslint,TSLint.ESLint.ECMAScript6,no-var,no-var,3,no-var,http://eslint.org/docs/rules/no-var
tslint,TSLint.ESLint.ECMAScript6,object-shorthand,object-shorthand,3,object-shorthand,http://eslint.org/docs/rules/object-shorthand
tslint,TSLint.ESLint.ECMAScript6,prefer-arrow-callback,prefer-arrow-callback,3,prefer-arrow-callback,http://eslint.org/docs/rules/prefer-arrow-callback
tslint,TSLint.ESLint.ECMAScript6,prefer-const,prefer-const,3,prefer-const,http://eslint.org/docs/rules/prefer-const
tslint,TSLint.ESLint.ECMAScript6,prefer-reflect,prefer-reflect,3,prefer-reflect,http://eslint.org/docs/rules/prefer-reflect
tslint,TSLint.ESLint.ECMAScript6,prefer-rest-params,prefer-rest-params,3,prefer-rest-params,http://eslint.org/docs/rules/prefer-rest-params
tslint,TSLint.ESLint.ECMAScript6,prefer-spread,prefer-spread,3,prefer-spread,http://eslint.org/docs/rules/prefer-spread
tslint,TSLint.ESLint.ECMAScript6,prefer-template,prefer-template,3,prefer-template,http://eslint.org/docs/rules/prefer-template
tslint,TSLint.ESLint.ECMAScript6,require-yield,require-yield,3,require-yield,http://eslint.org/docs/rules/require-yield
tslint,TSLint.ESLint.ECMAScript6,template-curly-spacing,template-curly-spacing,3,template-curly-spacing,http://eslint.org/docs/rules/template-curly-spacing
tslint,TSLint.ESLint.ECMAScript6,yield-star-spacing,yield-star-spacing,3,yield-star-spacing,http://eslint.org/docs/rules/yield-star-spacing
